time_s,rov_pos_n,rov_pos_e,rov_pos_d,rov_vel_n,rov_vel_e,rov_vel_d,asv_pos_n,asv_pos_e,asv_pos_d,asv_vel_n,asv_vel_e,asv_vel_d
0.0,196.28613957676993,106.6133758843331,0.6068321867007702,0.0,0.0,0.0,0.3296483565896222,0.9809269144225958,-0.969577494084033,0.0,0.0,0.0
0.7485153822475187,195.7340029361559,106.3140686953088,0.605790212355199,-0.0041251253880142235,-0.00223618501913973,-7.784802728894925e-06,0.015555066869672285,0.21790625416564025,-0.9635853822674948,0.015582737375113023,0.012278912015383125,0.00013078878012870465
1.0,195.82842750001896,106.36525521093913,0.6059684073270605,-0.0034132470986140244,-0.0018502836424608856,-6.441369129017983e-06,0.12048274421305649,0.31183338107299463,-0.9818609147634381,0.06708385824245014,0.05629737699690765,0.0003148378590421229
1.5476825101103395,195.87240221579557,106.27967610823666,0.6035740014195459,-0.002715157279551784,-0.0031382719990048014,-4.285442292100061e-05,0.15262399673276578,0.3770054058790449,-0.9814759032697257,0.09034794192601048,0.10790095824586074,0.00047671080339027573
1.7474743105544328,195.77712606529593,106.23114847205763,0.6020972393088688,-0.047307707186945866,-0.02724994850103227,-0.00014728113599646607,1.5287321262401998,1.1336480913124296,-0.981704061911978,1.7678505872357675,1.022982867391968,0.008469007923242153
2.0,195.97728755657607,106.28369230200789,0.5822406465558223,-0.030834657420756754,-0.019163436491464698,-0.0004217980255536921,2.4406266604126228,1.2200010951476379,-1.072130825325713,2.302574585945132,0.9481482889059222,0.025031471101393917
2.1470579338364417,196.87364705618987,104.61699010288893,0.8056967751212607,-0.010539072282320542,-0.0567918734449909,0.004612834935646304,2.397925271573041,2.095398763391786,-1.1053999869250735,2.1181034180233764,1.6713143456802722,0.03547916694349638
2.3468497567378526,196.88702059372594,104.57168436483474,2.168363640535333,-0.010211810794440182,-0.05771390716237619,0.03918243896227653,2.825937632520723,2.4716843750899415,-1.2937678807139423,2.299784120003356,1.849667484472618,0.04409697367700231
2.9462252708684558,197.03898258960595,104.24016499198191,2.935797875166534,-0.0042093501097201814,-0.06994215739660001,0.06545910570394534,3.9791636752369888,4.455575798065573,-1.364716723439476,2.5897278453094406,2.8567375825223618,0.08996921542564304
3.0,197.61008342868143,103.17949215979178,3.1636312530759114,0.0114018367554176,-0.09680811875983979,0.0702746342467021,6.055867824350927,1.0730960690020552,-0.9398240105631437,3.992734006222373,0.44186248693692054,0.09337913532082233
3.146017124162046,197.55014870495086,103.27859153125799,3.269017635833777,0.008910789545833289,-0.09234322035405382,0.07395652368041937,6.698834424544223,1.0524443822274754,-0.9372809215970319,4.219619491035443,0.39891485674997446,0.10559031159123199
3.945184614461224,197.80840167846148,103.34395950616215,3.3629547225161476,0.012705410924997777,-0.09029085278606551,0.07576133779341648,6.6283363375329625,-0.691365967310483,-1.0270051543586105,2.990363088874041,-0.7513295028398665,-0.00980663860108924
4.0,197.7829821444868,103.70409192848867,3.5873893719568035,0.030563450345232446,-0.06949841174430357,0.0810004362995854,6.137154978690079,0.8393893063588324,-0.639433373032058,2.636781991983747,0.0861063501343925,0.011047105706922593
4.544560314099371,197.77043512753596,103.62842199482621,3.61582208577715,0.006219415486297428,-0.08394742465940105,0.08098133536240516,7.099697977116331,0.5976452603827014,-0.6646047462769126,2.666123821373785,-0.07288638857529035,-0.0036881706611070347
4.744352229761325,197.85959625350148,103.44058211646283,3.9486663264199144,0.011367244950014913,-0.09555002195663079,0.1014008768098329,7.501044948265914,0.8482707976016022,-0.7076078778743948,2.708149852747005,0.05637944903785436,-0.006740763032062589
5.0,197.83948579466534,103.4666409946211,3.804416834952586,0.009504696580728823,-0.09365461401808998,0.09686575039744372,8.084682504300273,1.1062798996372234,-1.0048335162948594,2.7894461759922864,0.16503656879360595,-0.025768460183927363
5.143936084964435,198.08360620102653,102.96110611225161,5.109645464131375,0.023073100936138298,-0.12839890497489187,0.186306565638064,8.3031383959884,1.4786422526608236,-1.163754228969891,2.7733673703219957,0.3407609635370309,-0.04628890246110255
5.543519972237281,198.36961280503724,102.37273370807512,5.874021707917339,0.04181520663501073,-0.16862793147235022,0.23763742315514494,9.149431595568728,2.1797415695660045,-1.2730553538920002,2.844948943215795,0.6169971594503064,-0.05729632181291613
5.943103891859617,198.70251195091777,101.73831884510336,5.674639796451412,0.0679161849153656,-0.2137059366945299,0.21435088790822424,9.860058510468265,3.3098193998457646,-1.2643667608984082,2.8510779188105437,1.0213034764124096,-0.05168147321585859
6.0,198.4073312315411,101.24553586611842,5.867877745314658,0.0037843383785834406,-0.26838799376153094,0.22024348447178224,9.761630480729625,2.3044315842548575,-0.9956687802265731,2.8131036001565586,0.6479257922822717,-0.03707994921709526
6.142895863890151,198.33217856562024,101.0661521157988,5.938961212686187,-0.05998761319832646,-0.3111133262504,0.22806984521291718,8.737553542652783,1.68240521531783,-1.1187616478159097,2.1826466382042997,0.309150183463274,-0.0910368848691564
6.342687844114436,198.303073714384,100.99039592621078,5.9863172364234245,-0.06641145920497618,-0.3150486941867964,0.22862129401671322,9.064886978316958,1.687190535608126,-1.1463669730611572,2.1901751140524364,0.28897349483174417,-0.09437351877717891
6.542479832568362,198.35491833419795,100.77808231948103,6.722958578598646,-0.061902673056982195,-0.3280449766615327,0.2875038917069867,9.443727050491907,1.8875038095394066,-1.2551529642468393,2.2232386830220547,0.35192576597718056,-0.10870153559995527
6.742271829288024,198.28682200633824,100.80964170638535,6.905188618717492,-0.06692809485624232,-0.3197725945271462,0.29838408242921216,9.949562772170525,1.8528899918641826,-1.292294220750673,2.3016818487366066,0.319454613127309,-0.11020402680148683
6.94206383430973,198.44602645174783,100.39478363113324,7.758698194294525,-0.05217622261851676,-0.35164059791590496,0.36928297338530747,10.192201822365812,2.3811811360948316,-1.4291677050350977,2.2776319094839876,0.4969170099890672,-0.13007549430930493
7.0,198.9732730951422,99.56246969632802,8.005042152065819,-0.02053108140218965,-0.41470034714803344,0.38388410071202833,11.171941488450704,0.3589060884333619,-1.2134251284968238,2.4982807812668804,-0.2106482247050302,-0.11108321069810351
7.541439899553359,199.15787831017747,99.01225997187551,7.467625733008711,-0.0015309261108548133,-0.44434531577086084,0.31372932268412446,12.419244196536278,0.5082705900236785,-1.1750496743238217,2.6029434398565736,-0.1418599807145635,-0.0926380242463679
7.941023985234545,198.76905859261265,98.71996892927187,7.543782766346077,-0.06984916072771374,-0.47653445070117983,0.31435236866635385,12.57007806048709,-0.06725824686861376,-1.2866875459116427,2.3338943281282614,-0.367036391316254,-0.11726776091421935
8.0,198.37527643474493,98.83671767516859,7.238310750125885,-0.11459124504838776,-0.4742829045629624,0.29852251307772537,12.04331381151225,0.5085018125805094,-1.759822864064496,2.1690521745067617,-0.18067403351703415,-0.16846295259777136
8.939984349279916,197.95047716512977,98.32016296649206,7.478999787318621,-0.16690831771087042,-0.4969448953503852,0.30020172992321775,13.08978083864024,-0.2912291535449917,-2.002653694536741,1.877110289131233,-0.4794953648815652,-0.1941928515864319
9.0,198.22934639999818,98.77331086902193,8.121368569975614,-0.12105211898558418,-0.44828996245700714,0.33069224443571443,13.158407937116118,0.8958283779486818,-1.0390486793006906,1.8263212934849355,-0.16988955033098052,-0.0921234915558964
9.339568555638666,198.40672531778154,98.18545557609318,8.538634503982815,-0.10062962035201592,-0.48971508060565644,0.36071355353423407,13.659610893664336,1.0707081826486229,-1.117228145104096,1.7992802287953893,-0.11487700371963776,-0.10057345275767103
9.539360671989225,198.33711862543632,98.03837584496483,8.592221209245793,-0.11344767222032835,-0.5005808947524448,0.362067463166666,13.373020098581883,0.7274599524688432,-1.184576986423997,1.5067877915168193,-0.27491522289864234,-0.11381226542526857
9.739152797173048,198.41517535645204,97.76803124584849,8.358852162314472,-0.10374194455159771,-0.5166543959643584,0.3320393710282032,13.60839664237179,0.7822586877580265,-1.1618977186084292,1.4758821778454883,-0.25888262911432436,-0.10539256069123924
10.0,198.45757393762256,97.44087652825223,8.697302152643301,-0.0986411811186033,-0.5331267297480455,0.344991686921242,14.231017142889796,0.17819881513230396,-0.7922561995382851,1.5267045797049734,-0.42510653738599746,-0.060530227402546634
10.138737074199296,198.57900871403734,97.10620982795885,8.80251735310005,-0.08602190670578992,-0.5575672697406646,0.3505824632150291,14.383329480883138,0.2313562978877352,-0.8104193774653243,1.4989067306255712,-0.402368951794677,-0.06190336750786495
10.338529226121725,198.54566899949438,96.98971016624706,8.880761993610962,-0.08699298387604984,-0.5575899121043887,0.3508498012857321,14.824958724208704,0.2245586095671794,-0.8145710350490715,1.5604745118007044,-0.38560690556648247,-0.05872757562206526
10.738113556986992,198.55413001509334,96.6743593771131,9.162067062587274,-0.0830007912128686,-0.5662396862982554,0.3645303721832264,15.417104237865223,0.11855679460468252,-0.861126373564525,1.5295561425102786,-0.40916947592594305,-0.06122790823835866
10.937905736011272,198.66465332966794,96.34993101434353,8.82696058091999,-0.07098822765093181,-0.5858754426873906,0.325054458572886,15.639537584566058,0.17550433711317534,-0.8076962905841159,1.4902783251225378,-0.38455294771034726,-0.04909207721454562
11.0,198.876831277834,96.82003147669815,8.62874274695533,-0.04157695924643698,-0.5367486149654526,0.31424677718843314,15.81384816878601,1.0548217935891866,-1.1469501942854592,1.463424465023481,-0.17428113563223188,-0.08638913447822538
11.33749012144857,198.90291270890785,96.65295075769471,8.730960467473045,-0.03741294976674765,-0.5350932396283907,0.3140253060063455,16.181890300897855,0.9265284352509778,-1.1803473858308835,1.3642195080778579,-0.23600028549681173,-0.08647528809171698
